Time (s),I_meas (mA)
0,54.88299675099463
0.01,54.88299675099463
0.02,54.88299675099463
0.03,54.88299675099463
0.04,54.88299675099463
0.05,54.88299675099463
0.06,54.88299675099463
0.07000000000000001,54.88299675099463
0.08,54.88299675099463
0.09,54.88299675099463
0.1,54.88299675099463
0.11,54.88299675099463
0.12,54.88299675099463
0.13,54.88299675099463
0.14,54.88299675099463
0.15,54.88299675099463
0.16,54.88299675099463
0.17,54.88299675099463
0.18,54.88299675099463
0.19,54.88299675099463
0.2,54.88299675099463
0.21,54.88299675099463
0.22,54.88299675099463
0.23,54.88299675099463
0.24,54.88299675099463
0.25,54.88299675099463
0.26,54.88299675099463
0.27,54.88299675099463
0.28,54.88299675099463
0.29,54.88299675099463
0.3,54.88299675099463
0.31,54.88299675099463
0.32,54.88299675099463
0.33,54.88299675099463
0.34,54.88299675099463
0.35,54.88299675099463
0.36,54.88299675099463
0.37,54.88299675099463
0.38,54.88299675099463
0.39,54.88299675099463
0.4,54.88299675099463
0.41,54.88299675099463
0.42,54.88299675099463
0.43,54.88299675099463
0.44,54.88299675099463
0.45,54.88299675099463
0.46,54.88299675099463
0.47,54.88299675099463
0.48,54.88299675099463
0.49,54.88299675099463
0.5,54.88299675099463
0.51,54.88299675099463
0.52,54.88299675099463
0.53,54.88299675099463
0.54,54.88299675099463
0.55,54.88299675099463
0.5600000000000001,46.49045683430246
0.5700000000000001,44.81194885096401
0.58,44.81194885096401
0.59,44.81194885096401
0.6,44.81194885096401
0.61,44.81194885096401
0.62,44.81194885096401
0.63,44.81194885096401
0.64,44.81194885096401
0.65,44.81194885096401
0.66,44.81194885096401
0.67,44.81194885096401
0.68,44.81194885096401
0.6900000000000001,44.81194885096401
0.7000000000000001,44.81194885096401
0.71,44.81194885096401
0.72,44.81194885096401
0.73,44.81194885096401
0.74,44.81194885096401
0.75,44.81194885096401
0.76,44.81194885096401
0.77,44.81194885096401
0.78,44.81194885096401
0.79,44.81194885096401
0.8,44.81194885096401
0.8100000000000001,44.81194885096401
0.8200000000000001,44.81194885096401
0.8300000000000001,44.81194885096401
0.84,44.81194885096401
0.85,44.81194885096401
0.86,44.81194885096401
0.87,44.81194885096401
0.88,44.81194885096401
0.89,44.81194885096401
0.9,44.81194885096401
0.91,44.81194885096401
0.92,44.81194885096401
0.93,44.81194885096401
0.9400000000000001,44.81194885096401
0.9500000000000001,44.81194885096401
0.96,44.81194885096401
0.97,44.81194885096401
0.98,44.81194885096401
0.99,44.81194885096401
1,44.81194885096401
1.01,44.81194885096401
1.02,44.81194885096401
1.03,44.81194885096401
1.04,44.81194885096401
1.05,44.81194885096401
1.06,44.81194885096401
1.07,44.81194885096401
1.08,44.81194885096401
1.09,44.81194885096401
1.1,44.81194885096401
1.11,44.81194885096401
1.12,44.81194885096401
1.13,44.81194885096401
1.14,44.81194885096401
1.15,44.81194885096401
1.16,44.81194885096401
1.17,44.81194885096401
1.18,44.81194885096401
1.19,44.81194885096401
1.2,44.81194885096401
1.21,44.81194885096401
1.22,44.81194885096401
1.23,44.81194885096401
1.24,44.81194885096401
1.25,44.81194885096401
1.26,44.81194885096401
1.27,44.81194885096401
1.28,44.81194885096401
1.29,44.81194885096401
1.3,44.81194885096401
1.31,44.81194885096401
1.32,44.81194885096401
1.33,44.81194885096401
1.34,44.81194885096401
1.35,44.81194885096401
1.36,44.81194885096401
1.37,44.81194885096401
1.38,44.81194885096401
1.39,44.81194885096401
1.4,44.81194885096401
1.41,44.81194885096401
1.42,44.81194885096401
1.43,46.49045683430246
1.44,44.81194885096401
1.45,44.81194885096401
1.46,44.81194885096401
1.47,44.81194885096401
1.48,44.81194885096401
1.49,44.81194885096401
1.5,44.81194885096401
1.51,44.81194885096401
1.52,44.81194885096401
1.53,44.81194885096401
1.54,44.81194885096401
1.55,44.81194885096401
1.56,53.20448876765619
1.57,54.88299675099463
1.58,54.88299675099463
1.59,54.88299675099463
1.6,54.88299675099463
1.61,54.88299675099463
1.62,54.88299675099463
1.63,54.88299675099463
1.64,54.88299675099463
1.65,54.88299675099463
1.66,54.88299675099463
1.67,54.88299675099463
1.68,54.88299675099463
1.69,54.88299675099463
1.7,54.88299675099463
1.71,54.88299675099463
1.72,54.88299675099463
1.73,54.88299675099463
1.74,54.88299675099463
1.75,54.88299675099463
1.76,54.88299675099463
1.77,54.88299675099463
1.78,54.88299675099463
1.79,54.88299675099463
1.8,54.88299675099463
1.81,54.88299675099463
1.82,54.88299675099463
1.83,54.88299675099463
1.84,54.88299675099463
1.85,54.88299675099463
1.86,54.88299675099463
1.87,54.88299675099463
1.88,54.88299675099463
1.89,54.88299675099463
1.9,54.88299675099463
1.91,54.88299675099463
1.92,54.88299675099463
1.93,54.88299675099463
1.94,54.88299675099463
1.95,54.88299675099463
1.96,54.88299675099463
1.97,54.88299675099463
1.98,54.88299675099463
1.99,54.88299675099463
2,54.88299675099463
2.01,54.88299675099463
2.02,54.88299675099463
2.03,54.88299675099463
2.04,54.88299675099463
2.05,54.88299675099463
2.06,54.88299675099463
2.07,54.88299675099463
2.08,54.88299675099463
2.09,54.88299675099463
2.1,54.88299675099463
2.11,54.88299675099463
2.12,54.88299675099463
2.13,54.88299675099463
2.14,54.88299675099463
2.15,54.88299675099463
2.16,54.88299675099463
2.17,54.88299675099463
2.18,54.88299675099463
2.19,54.88299675099463
2.2,54.88299675099463
2.21,54.88299675099463
2.22,54.88299675099463
2.23,54.88299675099463
2.24,54.88299675099463
2.25,54.88299675099463
2.26,54.88299675099463
2.27,54.88299675099463
2.28,54.88299675099463
2.29,54.88299675099463
2.3,54.88299675099463
2.31,54.88299675099463
2.32,54.88299675099463
2.33,54.88299675099463
2.34,54.88299675099463
2.35,54.88299675099463
2.36,54.88299675099463
2.37,54.88299675099463
2.38,54.88299675099463
2.39,54.88299675099463
2.4,54.88299675099463
2.41,54.88299675099463
2.42,54.88299675099463
2.43,54.88299675099463
2.44,54.88299675099463
2.45,54.88299675099463
2.46,54.88299675099463
2.47,54.88299675099463
2.48,54.88299675099463
2.49,54.88299675099463
2.5,54.88299675099463
2.51,54.88299675099463
2.52,54.88299675099463
2.53,54.88299675099463
2.54,54.88299675099463
2.55,54.88299675099463
2.56,48.16896481764088
2.57,46.49045683430246
2.58,44.81194885096401
2.59,44.81194885096401
2.6,44.81194885096401
2.61,46.49045683430246
2.62,46.49045683430246
2.63,46.49045683430246
2.64,46.49045683430246
2.65,46.49045683430246
2.66,46.49045683430246
2.67,46.49045683430246
2.68,46.49045683430246
2.69,46.49045683430246
2.7,46.49045683430246
2.71,46.49045683430246
2.72,44.81194885096401
2.73,44.81194885096401
2.74,44.81194885096401
2.75,46.49045683430246
2.76,46.49045683430246
2.77,44.81194885096401
2.78,44.81194885096401
2.79,44.81194885096401
2.8,44.81194885096401
2.81,44.81194885096401
2.82,44.81194885096401
2.83,44.81194885096401
2.84,44.81194885096401
2.85,44.81194885096401
2.86,46.49045683430246
2.87,46.49045683430246
2.88,44.81194885096401
2.89,44.81194885096401
2.9,44.81194885096401
2.91,44.81194885096401
2.92,44.81194885096401
2.93,44.81194885096401
2.94,46.49045683430246
2.95,44.81194885096401
2.96,44.81194885096401
2.97,46.49045683430246
2.98,44.81194885096401
2.99,44.81194885096401
3,44.81194885096401
3.01,46.49045683430246
3.02,44.81194885096401
3.03,44.81194885096401
3.04,44.81194885096401
3.05,44.81194885096401
3.06,44.81194885096401
3.07,44.81194885096401
3.08,44.81194885096401
3.09,44.81194885096401
3.1,44.81194885096401
3.11,44.81194885096401
3.12,44.81194885096401
3.13,44.81194885096401
3.14,44.81194885096401
3.15,46.49045683430246
3.16,46.49045683430246
3.17,46.49045683430246
3.18,46.49045683430246
3.19,46.49045683430246
3.2,46.49045683430246
3.21,46.49045683430246
3.22,44.81194885096401
3.23,44.81194885096401
3.24,44.81194885096401
3.25,44.81194885096401
3.26,44.81194885096401
3.27,44.81194885096401
3.28,46.49045683430246
3.29,46.49045683430246
3.3,46.49045683430246
3.31,46.49045683430246
3.32,46.49045683430246
3.33,46.49045683430246
3.34,46.49045683430246
3.35,46.49045683430246
3.36,46.49045683430246
3.37,44.81194885096401
3.38,44.81194885096401
3.39,44.81194885096401
3.4,44.81194885096401
3.41,46.49045683430246
3.42,44.81194885096401
3.43,44.81194885096401
3.44,44.81194885096401
3.45,44.81194885096401
3.46,44.81194885096401
3.47,44.81194885096401
3.48,44.81194885096401
3.49,46.49045683430246
3.5,44.81194885096401
3.51,44.81194885096401
3.52,44.81194885096401
3.53,44.81194885096401
3.54,44.81194885096401
3.55,44.81194885096401
3.56,53.20448876765619
3.57,54.88299675099463
3.58,54.88299675099463
3.59,54.88299675099463
3.6,54.88299675099463
3.61,54.88299675099463
3.62,54.88299675099463
3.63,54.88299675099463
3.64,54.88299675099463
3.65,54.88299675099463
3.66,54.88299675099463
3.67,54.88299675099463
3.68,54.88299675099463
3.69,54.88299675099463
3.7,54.88299675099463
3.71,54.88299675099463
3.72,54.88299675099463
3.73,54.88299675099463
3.74,54.88299675099463
3.75,54.88299675099463
3.76,54.88299675099463
3.77,54.88299675099463
3.78,54.88299675099463
3.79,54.88299675099463
3.8,54.88299675099463
3.81,54.88299675099463
3.82,54.88299675099463
3.83,54.88299675099463
3.84,54.88299675099463
3.85,54.88299675099463
3.86,54.88299675099463
3.87,54.88299675099463
3.88,54.88299675099463
3.89,54.88299675099463
3.9,54.88299675099463
3.91,54.88299675099463
3.92,54.88299675099463
3.93,54.88299675099463
3.94,54.88299675099463
3.95,54.88299675099463
3.96,54.88299675099463
3.97,54.88299675099463
3.98,54.88299675099463
3.99,54.88299675099463
4,54.88299675099463
4.01,54.88299675099463
4.02,54.88299675099463
4.03,54.88299675099463
4.04,54.88299675099463
4.05,54.88299675099463
4.06,54.88299675099463
4.07,54.88299675099463
4.08,54.88299675099463
4.09,54.88299675099463
4.1,54.88299675099463
4.11,54.88299675099463
4.12,54.88299675099463
4.13,54.88299675099463
4.14,54.88299675099463
4.15,54.88299675099463
4.16,54.88299675099463
4.17,54.88299675099463
4.18,54.88299675099463
4.19,54.88299675099463
4.2,54.88299675099463
4.21,54.88299675099463
4.22,54.88299675099463
4.23,54.88299675099463
4.24,54.88299675099463
4.25,54.88299675099463
4.26,54.88299675099463
4.27,54.88299675099463
4.28,54.88299675099463
4.29,54.88299675099463
4.3,54.88299675099463
4.31,54.88299675099463
4.32,54.88299675099463
4.33,54.88299675099463
4.34,54.88299675099463
4.350000000000001,54.88299675099463
4.36,54.88299675099463
4.37,54.88299675099463
4.38,54.88299675099463
4.39,54.88299675099463
4.4,54.88299675099463
4.41,54.88299675099463
4.42,54.88299675099463
4.43,54.88299675099463
4.44,54.88299675099463
4.45,54.88299675099463
4.46,54.88299675099463
4.47,54.88299675099463
4.48,54.88299675099463
4.49,54.88299675099463
4.5,54.88299675099463
4.51,54.88299675099463
4.52,54.88299675099463
4.53,54.88299675099463
4.54,54.88299675099463
4.55,54.88299675099463
4.56,48.16896481764088
4.57,44.81194885096401
4.58,44.81194885096401
4.59,44.81194885096401
4.600000000000001,44.81194885096401
4.61,44.81194885096401
4.62,44.81194885096401
4.63,44.81194885096401
4.64,44.81194885096401
4.65,44.81194885096401
4.66,44.81194885096401
4.67,44.81194885096401
4.68,44.81194885096401
4.69,44.81194885096401
4.7,44.81194885096401
4.71,44.81194885096401
4.72,44.81194885096401
4.73,44.81194885096401
4.74,44.81194885096401
4.75,44.81194885096401
4.76,44.81194885096401
4.77,44.81194885096401
4.78,44.81194885096401
4.79,46.49045683430246
4.8,44.81194885096401
4.81,46.49045683430246
4.82,46.49045683430246
4.83,44.81194885096401
4.84,44.81194885096401
4.850000000000001,44.81194885096401
4.86,44.81194885096401
4.87,44.81194885096401
4.88,44.81194885096401
4.89,44.81194885096401
4.9,44.81194885096401
4.91,44.81194885096401
4.92,44.81194885096401
4.93,44.81194885096401
4.94,44.81194885096401
4.95,44.81194885096401
4.96,44.81194885096401
4.97,44.81194885096401
4.98,44.81194885096401
4.99,44.81194885096401
5,44.81194885096401
5.01,44.81194885096401
5.02,44.81194885096401
5.03,44.81194885096401
5.04,44.81194885096401
5.05,44.81194885096401
5.06,44.81194885096401
5.07,44.81194885096401
5.08,44.81194885096401
5.09,46.49045683430246
5.100000000000001,46.49045683430246
5.11,44.81194885096401
5.12,44.81194885096401
5.13,44.81194885096401
5.14,44.81194885096401
5.15,44.81194885096401
5.16,44.81194885096401
5.17,46.49045683430246
5.18,44.81194885096401
5.19,44.81194885096401
5.2,46.49045683430246
5.21,44.81194885096401
5.22,46.49045683430246
5.23,46.49045683430246
5.24,46.49045683430246
5.25,46.49045683430246
5.26,44.81194885096401
5.27,44.81194885096401
5.28,44.81194885096401
5.29,46.49045683430246
5.3,46.49045683430246
5.31,46.49045683430246
5.32,46.49045683430246
5.33,46.49045683430246
5.34,46.49045683430246
5.350000000000001,46.49045683430246
5.36,46.49045683430246
5.37,46.49045683430246
5.38,46.49045683430246
5.39,44.81194885096401
5.4,46.49045683430246
5.41,46.49045683430246
5.42,46.49045683430246
5.43,46.49045683430246
5.44,46.49045683430246
5.45,44.81194885096401
5.46,46.49045683430246
5.47,44.81194885096401
5.48,46.49045683430246
5.49,46.49045683430246
5.5,44.81194885096401
5.51,46.49045683430246
5.52,44.81194885096401
5.53,46.49045683430246
5.54,46.49045683430246
5.55,46.49045683430246
5.56,51.52598078431775
5.57,54.88299675099463
5.58,56.56150473433306
5.59,54.88299675099463
5.600000000000001,56.56150473433306
5.61,54.88299675099463
5.62,54.88299675099463
5.63,54.88299675099463
5.64,54.88299675099463
5.65,54.88299675099463
5.66,54.88299675099463
5.67,54.88299675099463
5.68,54.88299675099463
5.69,54.88299675099463
5.7,54.88299675099463
5.71,54.88299675099463
5.72,54.88299675099463
5.73,54.88299675099463
5.74,54.88299675099463
5.75,54.88299675099463
