Time (s),C2 (V)
1.49,3.317811534709968
1.5,3.317811534709968
1.51,3.317811534709968
1.52,3.317811534709968
1.53,3.314139880240466
1.54,3.317811534709968
1.55,3.317811534709968
1.56,3.317811534709968
1.57,3.317811534709968
1.58,3.317811534709968
1.59,3.317811534709968
1.6,3.317811534709968
1.61,3.317811534709968
1.62,3.317811534709968
1.63,3.317811534709968
1.64,3.317811534709968
1.65,3.317811534709968
1.66,3.317811534709968
1.67,3.317811534709968
1.68,3.314139880240466
1.69,3.317811534709968
1.7,3.314139880240466
1.71,3.314139880240466
1.72,3.314139880240466
1.73,3.314139880240466
1.74,3.317811534709968
1.75,3.317811534709968
1.76,3.317811534709968
1.77,3.317811534709968
1.78,3.317811534709968
1.79,3.317811534709968
1.8,3.317811534709968
1.81,3.317811534709968
1.82,3.317811534709968
1.83,3.317811534709968
1.84,3.317811534709968
1.85,3.317811534709968
1.86,3.317811534709968
1.87,3.317811534709968
1.88,3.317811534709968
1.89,3.317811534709968
1.9,3.317811534709968
1.91,3.317811534709968
1.92,3.314139880240466
1.93,3.317811534709968
1.94,3.317811534709968
1.95,3.317811534709968
1.96,3.314139880240466
1.97,3.314139880240466
1.98,3.317811534709968
1.99,3.314139880240466
2,3.314139880240466
2.01,3.317811534709968
2.02,3.317811534709968
2.03,3.317811534709968
2.04,3.314139880240466
2.05,3.314139880240466
2.06,3.314139880240466
2.07,3.314139880240466
2.08,3.314139880240466
2.09,3.314139880240466
2.1,3.317811534709968
2.11,3.317811534709968
2.12,3.317811534709968
2.13,3.317811534709968
2.14,3.317811534709968
2.15,3.317811534709968
2.16,3.314139880240466
2.17,3.314139880240466
2.18,3.317811534709968
2.19,3.317811534709968
2.2,3.317811534709968
2.21,3.314139880240466
2.22,3.314139880240466
2.23,3.317811534709968
2.24,3.317811534709968
2.25,3.317811534709968
2.26,3.317811534709968
2.27,3.317811534709968
2.28,3.317811534709968
2.29,3.317811534709968
2.3,3.314139880240466
2.31,3.314139880240466
2.32,3.314139880240466
2.33,3.317811534709968
2.34,3.317811534709968
2.35,3.317811534709968
2.36,3.314139880240466
2.37,3.314139880240466
2.38,3.314139880240466
2.39,3.317811534709968
2.4,3.317811534709968
2.41,3.317811534709968
2.42,3.317811534709968
2.43,3.314139880240466
2.44,3.314139880240466
2.45,3.314139880240466
2.46,3.314139880240466
2.47,3.314139880240466
2.48,3.317811534709968
2.49,3.314139880240466
2.5,3.314139880240466
2.51,3.314139880240466
2.52,3.314139880240466
2.53,3.314139880240466
2.54,3.314139880240466
2.55,3.314139880240466
2.56,3.314139880240466
2.57,3.314139880240466
2.58,3.314139880240466
2.59,3.314139880240466
2.6,3.314139880240466
2.61,3.314139880240466
2.62,3.314139880240466
2.63,3.314139880240466
2.64,3.314139880240466
2.65,3.314139880240466
2.66,3.314139880240466
2.67,3.314139880240466
2.68,3.314139880240466
2.69,3.314139880240466
2.7,3.314139880240466
2.71,3.314139880240466
2.72,3.317811534709968
2.73,3.317811534709968
2.74,3.317811534709968
2.75,3.317811534709968
2.76,3.317811534709968
2.77,3.317811534709968
2.78,3.317811534709968
2.79,3.317811534709968
2.8,3.317811534709968
2.81,3.317811534709968
2.82,3.314139880240466
2.83,3.317811534709968
2.84,3.314139880240466
2.85,3.314139880240466
2.86,3.314139880240466
2.87,3.314139880240466
2.88,3.314139880240466
2.89,3.314139880240466
2.9,3.317811534709968
2.91,3.314139880240466
2.92,3.314139880240466
2.93,3.314139880240466
2.94,3.314139880240466
2.95,3.314139880240466
2.96,3.317811534709968
2.97,3.314139880240466
2.98,3.314139880240466
2.99,3.314139880240466
3,3.317811534709968
3.01,3.314139880240466
3.02,3.314139880240466
3.03,3.314139880240466
3.04,3.314139880240466
3.05,3.314139880240466
3.06,3.314139880240466
3.07,3.317811534709968
3.08,3.314139880240466
3.09,3.317811534709968
3.1,3.314139880240466
3.11,3.314139880240466
3.12,3.317811534709968
3.13,3.317811534709968
3.14,3.317811534709968
3.15,3.314139880240466
3.16,3.314139880240466
3.17,3.314139880240466
3.18,3.314139880240466
3.19,3.314139880240466
3.2,3.314139880240466
3.21,3.314139880240466
3.22,3.314139880240466
3.23,3.314139880240466
3.24,3.314139880240466
3.25,3.314139880240466
3.26,3.314139880240466
3.27,3.317811534709968
3.28,3.314139880240466
3.29,3.314139880240466
3.3,3.314139880240466
3.31,3.314139880240466
3.32,3.314139880240466
3.33,3.314139880240466
3.34,3.314139880240466
3.35,3.314139880240466
3.36,3.314139880240466
3.37,3.314139880240466
3.38,3.314139880240466
3.39,3.314139880240466
3.4,3.314139880240466
3.41,3.314139880240466
3.42,3.317811534709968
3.43,3.317811534709968
3.44,3.317811534709968
3.45,3.317811534709968
3.46,3.317811534709968
3.47,3.317811534709968
3.48,3.317811534709968
3.49,3.314139880240466
3.5,3.314139880240466
3.51,3.317811534709968
3.52,3.317811534709968
3.53,3.317811534709968
3.54,3.317811534709968
3.55,3.317811534709968
3.56,3.317811534709968
3.57,3.317811534709968
3.58,3.317811534709968
3.59,3.317811534709968
3.6,3.317811534709968
3.61,3.317811534709968
3.62,3.317811534709968
3.63,3.317811534709968
3.64,3.317811534709968
3.65,3.317811534709968
3.66,3.317811534709968
3.67,3.317811534709968
3.68,3.317811534709968
3.69,3.317811534709968
3.7,3.317811534709968
3.71,3.317811534709968
3.72,3.317811534709968
3.73,3.317811534709968
3.74,3.317811534709968
3.75,3.317811534709968
3.76,3.317811534709968
3.77,3.317811534709968
3.78,3.317811534709968
3.79,3.317811534709968
3.8,3.317811534709968
3.81,3.317811534709968
3.82,3.317811534709968
3.83,3.317811534709968
3.84,3.317811534709968
3.85,3.317811534709968
3.86,3.317811534709968
3.87,3.317811534709968
3.88,3.317811534709968
3.89,3.314139880240466
3.9,3.317811534709968
3.91,3.317811534709968
3.92,3.317811534709968
3.93,3.317811534709968
3.94,3.317811534709968
3.95,3.317811534709968
3.96,3.317811534709968
3.97,3.317811534709968
3.98,3.317811534709968
3.99,3.317811534709968
4,3.317811534709968
4.01,3.317811534709968
4.02,3.317811534709968
4.03,3.317811534709968
4.04,3.317811534709968
4.05,3.317811534709968
4.06,3.317811534709968
4.07,3.317811534709968
4.08,3.317811534709968
4.09,3.317811534709968
4.1,3.317811534709968
4.11,3.317811534709968
4.12,3.317811534709968
4.13,3.317811534709968
4.14,3.317811534709968
4.15,3.317811534709968
4.16,3.317811534709968
4.17,3.317811534709968
4.18,3.317811534709968
4.19,3.317811534709968
4.2,3.317811534709968
4.21,3.317811534709968
4.22,3.317811534709968
4.23,3.317811534709968
4.24,3.317811534709968
4.25,3.317811534709968
4.26,3.317811534709968
4.27,3.317811534709968
4.28,3.314139880240466
4.29,3.317811534709968
4.3,3.317811534709968
4.31,3.317811534709968
4.32,3.317811534709968
4.33,3.317811534709968
4.34,3.317811534709968
4.350000000000001,3.317811534709968
4.36,3.317811534709968
4.37,3.317811534709968
4.38,3.317811534709968
4.39,3.317811534709968
4.4,3.317811534709968
4.41,3.317811534709968
4.42,3.317811534709968
4.43,3.314139880240466
4.44,3.317811534709968
4.45,3.317811534709968
4.46,3.317811534709968
4.47,3.314139880240466
4.48,3.314139880240466
4.49,3.314139880240466
4.5,3.314139880240466
4.51,3.317811534709968
4.52,3.317811534709968
4.53,3.314139880240466
4.54,3.317811534709968
4.55,3.317811534709968
4.56,3.317811534709968
4.57,3.317811534709968
4.58,3.317811534709968
4.59,3.314139880240466
4.600000000000001,3.317811534709968
4.61,3.314139880240466
4.62,3.314139880240466
4.63,3.317811534709968
4.64,3.317811534709968
4.65,3.314139880240466
4.66,3.314139880240466
4.67,3.314139880240466
4.68,3.314139880240466
4.69,3.317811534709968
4.7,3.314139880240466
4.71,3.314139880240466
4.72,3.314139880240466
4.73,3.314139880240466
4.74,3.314139880240466
4.75,3.314139880240466
4.76,3.314139880240466
4.77,3.314139880240466
4.78,3.314139880240466
4.79,3.314139880240466
4.8,3.314139880240466
4.81,3.314139880240466
4.82,3.314139880240466
4.83,3.314139880240466
4.84,3.314139880240466
4.850000000000001,3.314139880240466
4.86,3.314139880240466
4.87,3.314139880240466
4.88,3.314139880240466
4.89,3.314139880240466
4.9,3.314139880240466
4.91,3.314139880240466
4.92,3.314139880240466
4.93,3.314139880240466
4.94,3.314139880240466
4.95,3.314139880240466
4.96,3.314139880240466
4.97,3.314139880240466
4.98,3.314139880240466
4.99,3.314139880240466
5,3.314139880240466
5.01,3.314139880240466
5.02,3.314139880240466
5.03,3.314139880240466
5.04,3.314139880240466
5.05,3.314139880240466
5.06,3.314139880240466
5.07,3.314139880240466
5.08,3.314139880240466
5.09,3.314139880240466
5.100000000000001,3.314139880240466
5.11,3.314139880240466
5.12,3.314139880240466
5.13,3.314139880240466
5.14,3.314139880240466
5.15,3.314139880240466
5.16,3.314139880240466
5.17,3.314139880240466
5.18,3.314139880240466
5.19,3.314139880240466
5.2,3.314139880240466
5.21,3.314139880240466
5.22,3.314139880240466
5.23,3.314139880240466
5.24,3.314139880240466
5.25,3.314139880240466
5.26,3.314139880240466
5.27,3.314139880240466
5.28,3.314139880240466
5.29,3.314139880240466
5.3,3.314139880240466
5.31,3.314139880240466
5.32,3.314139880240466
5.33,3.314139880240466
5.34,3.314139880240466
5.350000000000001,3.314139880240466
5.36,3.317811534709968
5.37,3.317811534709968
5.38,3.314139880240466
5.39,3.314139880240466
5.4,3.314139880240466
5.41,3.314139880240466
5.42,3.314139880240466
5.43,3.317811534709968
5.44,3.317811534709968
5.45,3.317811534709968
5.46,3.314139880240466
5.47,3.314139880240466
5.48,3.317811534709968
5.49,3.317811534709968
5.5,3.317811534709968
5.51,3.317811534709968
5.52,3.317811534709968
5.53,3.317811534709968
5.54,3.317811534709968
5.55,3.317811534709968
5.56,3.317811534709968
5.57,3.317811534709968
5.58,3.317811534709968
5.59,3.317811534709968
5.600000000000001,3.314139880240466
5.61,3.317811534709968
5.62,3.317811534709968
5.63,3.317811534709968
5.64,3.317811534709968
5.65,3.317811534709968
5.66,3.317811534709968
5.67,3.317811534709968
5.68,3.314139880240466
5.69,3.317811534709968
5.7,3.317811534709968
5.71,3.314139880240466
5.72,3.317811534709968
5.73,3.317811534709968
5.74,3.317811534709968
5.75,3.317811534709968
5.76,3.317811534709968
5.77,3.317811534709968
5.78,3.317811534709968
5.79,3.317811534709968
5.8,3.317811534709968
5.81,3.314139880240466
5.82,3.314139880240466
5.83,3.317811534709968
5.84,3.317811534709968
5.850000000000001,3.314139880240466
5.86,3.020407522680355
5.87,0.002307548750212147
5.88,0.002307548750212147
5.89,0.002307548750212147
5.9,0.002307548750212147
5.91,0.002307548750212147
5.92,0.002307548750212147
5.93,0.002307548750212147
5.94,0.002307548750212147
5.95,0.002307548750212147
5.96,0.002307548750212147
5.97,0.002307548750212147
5.98,0.002307548750212147
5.99,0.002307548750212147
6,0.002307548750212147
6.01,0.002307548750212147
6.02,0.002307548750212147
6.03,0.002307548750212147
6.04,0.002307548750212147
6.05,0.002307548750212147
6.06,0.002307548750212147
6.07,0.002307548750212147
6.08,0.002307548750212147
6.09,0.002307548750212147
6.100000000000001,0.002307548750212147
6.11,0.002307548750212147
6.12,0.002307548750212147
6.13,0.002307548750212147
6.140000000000001,0.002307548750212147
6.15,0.002307548750212147
6.16,0.002307548750212147
6.17,0.002307548750212147
6.18,0.002307548750212147
6.19,0.002307548750212147
6.2,0.002307548750212147
6.21,0.002307548750212147
6.22,0.002307548750212147
6.23,0.002307548750212147
6.24,0.002307548750212147
6.25,0.002307548750212147
6.26,0.002307548750212147
6.27,0.002307548750212147
6.28,0.002307548750212147
6.29,0.002307548750212147
6.3,0.002307548750212147
6.31,0.002307548750212147
6.32,0.002307548750212147
6.33,0.002307548750212147
6.34,0.002307548750212147
6.350000000000001,0.002307548750212147
6.36,0.002307548750212147
6.37,0.002307548750212147
6.38,0.002307548750212147
6.390000000000001,0.002307548750212147
6.4,0.002307548750212147
6.41,0.002307548750212147
6.42,0.002307548750212147
6.43,0.002307548750212147
6.44,0.002307548750212147
6.45,0.002307548750212147
6.46,-0.001364105719289244
6.47,-0.001364105719289244
6.48,-0.001364105719289244
6.49,-0.001364105719289244
6.5,0.002307548750212147
6.51,-0.001364105719289244
6.52,-0.001364105719289244
6.53,-0.001364105719289244
6.54,0.002307548750212147
6.55,0.002307548750212147
6.56,0.002307548750212147
6.57,0.002307548750212147
6.58,0.002307548750212147
6.59,0.002307548750212147
6.600000000000001,0.002307548750212147
6.61,0.002307548750212147
6.62,0.002307548750212147
6.63,0.002307548750212147
6.640000000000001,0.002307548750212147
6.65,0.002307548750212147
6.66,-0.001364105719289244
6.67,0.002307548750212147
6.68,0.002307548750212147
6.69,0.002307548750212147
6.7,0.002307548750212147
6.71,0.002307548750212147
6.72,0.002307548750212147
6.73,0.002307548750212147
6.74,0.002307548750212147
6.75,0.002307548750212147
6.76,0.002307548750212147
6.77,0.002307548750212147
6.78,0.002307548750212147
6.79,0.002307548750212147
6.8,0.002307548750212147
6.81,0.002307548750212147
6.82,0.002307548750212147
6.83,0.002307548750212147
6.84,0.002307548750212147
6.850000000000001,0.002307548750212147
6.86,0.002307548750212147
6.87,0.002307548750212147
6.88,0.002307548750212147
6.890000000000001,0.002307548750212147
6.9,0.002307548750212147
6.91,0.002307548750212147
6.92,0.002307548750212147
6.93,0.002307548750212147
6.94,0.002307548750212147
6.95,0.002307548750212147
6.96,0.002307548750212147
6.97,0.002307548750212147
6.98,0.002307548750212147
6.99,0.002307548750212147
7,0.002307548750212147
7.01,0.002307548750212147
7.02,0.002307548750212147
7.03,0.002307548750212147
7.04,0.002307548750212147
7.05,0.002307548750212147
7.06,0.002307548750212147
7.07,0.002307548750212147
7.08,0.002307548750212147
7.09,0.002307548750212147
7.100000000000001,0.002307548750212147
7.11,0.002307548750212147
7.12,0.002307548750212147
7.13,0.002307548750212147
7.140000000000001,0.002307548750212147
7.15,0.002307548750212147
7.16,0.002307548750212147
7.17,-0.001364105719289244
7.18,-0.001364105719289244
7.19,0.002307548750212147
7.2,0.002307548750212147
7.21,0.002307548750212147
7.22,0.002307548750212147
7.23,0.002307548750212147
7.24,0.002307548750212147
7.25,0.002307548750212147
7.26,-0.001364105719289244
7.27,0.002307548750212147
7.28,0.002307548750212147
7.29,0.002307548750212147
7.3,0.002307548750212147
7.31,0.002307548750212147
7.32,0.002307548750212147
7.33,0.002307548750212147
7.34,0.002307548750212147
7.350000000000001,0.002307548750212147
7.36,-0.001364105719289244
7.37,0.002307548750212147
7.38,0.002307548750212147
7.390000000000001,-0.001364105719289244
7.4,0.002307548750212147
7.41,0.002307548750212147
7.42,0.002307548750212147
7.43,0.002307548750212147
7.44,0.002307548750212147
7.45,0.002307548750212147
7.46,0.002307548750212147
7.47,0.002307548750212147
7.48,0.002307548750212147
7.49,0.002307548750212147
7.5,0.002307548750212147
7.51,0.002307548750212147
7.52,0.002307548750212147
7.53,0.002307548750212147
7.54,0.002307548750212147
7.55,0.002307548750212147
7.56,0.002307548750212147
7.57,0.002307548750212147
7.58,0.002307548750212147
7.59,0.002307548750212147
7.600000000000001,0.002307548750212147
7.61,0.002307548750212147
7.62,0.002307548750212147
7.63,0.002307548750212147
7.640000000000001,0.002307548750212147
7.65,0.002307548750212147
7.66,0.002307548750212147
7.67,0.002307548750212147
7.68,0.002307548750212147
7.69,0.002307548750212147
7.7,0.002307548750212147
7.71,0.002307548750212147
7.72,0.002307548750212147
7.73,0.002307548750212147
7.74,0.002307548750212147
7.75,0.002307548750212147
7.76,0.002307548750212147
7.77,0.002307548750212147
7.78,0.002307548750212147
7.79,0.002307548750212147
7.8,0.002307548750212147
7.81,0.002307548750212147
7.82,0.002307548750212147
7.83,0.002307548750212147
7.84,0.002307548750212147
7.850000000000001,0.002307548750212147
7.86,0.002307548750212147
7.87,0.002307548750212147
7.88,0.002307548750212147
7.890000000000001,0.002307548750212147
7.9,0.002307548750212147
7.91,0.002307548750212147
7.92,0.002307548750212147
7.930000000000001,0.002307548750212147
7.94,0.002307548750212147
7.95,0.002307548750212147
7.96,0.002307548750212147
7.97,0.002307548750212147
7.98,0.002307548750212147
7.99,0.002307548750212147
8,0.002307548750212147
8.01,0.002307548750212147
8.02,0.002307548750212147
8.029999999999999,0.002307548750212147
8.040000000000001,0.002307548750212147
8.050000000000001,0.002307548750212147
8.06,0.002307548750212147
8.07,0.002307548750212147
8.08,0.002307548750212147
8.09,0.002307548750212147
8.1,0.002307548750212147
8.109999999999999,0.002307548750212147
8.120000000000001,0.002307548750212147
8.130000000000001,0.002307548750212147
8.140000000000001,0.002307548750212147
8.15,0.002307548750212147
8.16,0.002307548750212147
8.17,0.002307548750212147
8.18,0.002307548750212147
8.19,0.002307548750212147
8.199999999999999,0.002307548750212147
8.210000000000001,0.002307548750212147
8.220000000000001,0.002307548750212147
8.23,0.002307548750212147
8.24,0.002307548750212147
8.25,0.002307548750212147
8.26,0.002307548750212147
8.27,0.002307548750212147
8.279999999999999,0.002307548750212147
8.290000000000001,0.002307548750212147
8.300000000000001,0.002307548750212147
8.31,0.002307548750212147
8.32,0.002307548750212147
8.33,0.002307548750212147
8.34,0.002307548750212147
8.35,0.002307548750212147
8.359999999999999,0.002307548750212147
8.370000000000001,0.002307548750212147
8.380000000000001,0.002307548750212147
8.390000000000001,0.002307548750212147
8.4,0.002307548750212147
8.41,0.002307548750212147
8.42,0.002307548750212147
8.43,0.002307548750212147
8.44,-0.001364105719289244
8.449999999999999,-0.001364105719289244
8.460000000000001,0.002307548750212147
8.470000000000001,0.002307548750212147
8.48,-0.001364105719289244
8.49,-0.001364105719289244
8.5,0.002307548750212147
8.51,0.002307548750212147
8.52,0.002307548750212147
8.529999999999999,0.002307548750212147
8.540000000000001,0.002307548750212147
8.550000000000001,-0.001364105719289244
8.56,0.002307548750212147
8.57,0.002307548750212147
8.58,0.002307548750212147
8.59,-0.001364105719289244
8.6,-0.001364105719289244
8.609999999999999,-0.001364105719289244
8.620000000000001,-0.001364105719289244
8.630000000000001,-0.001364105719289244
8.640000000000001,0.002307548750212147
8.65,0.002307548750212147
8.66,0.002307548750212147
8.67,0.002307548750212147
8.68,0.002307548750212147
8.69,0.002307548750212147
8.700000000000001,0.002307548750212147
8.710000000000001,0.002307548750212147
8.720000000000001,0.002307548750212147
8.73,0.002307548750212147
8.74,0.002307548750212147
8.75,-0.001364105719289244
8.76,0.002307548750212147
8.77,0.002307548750212147
8.779999999999999,0.002307548750212147
8.790000000000001,-0.001364105719289244
8.800000000000001,0.002307548750212147
8.81,0.002307548750212147
8.82,0.002307548750212147
8.83,0.002307548750212147
8.84,0.002307548750212147
8.85,0.002307548750212147
8.859999999999999,0.002307548750212147
8.870000000000001,0.002307548750212147
8.880000000000001,0.002307548750212147
8.890000000000001,0.002307548750212147
8.9,0.002307548750212147
8.91,0.002307548750212147
8.92,0.002307548750212147
8.93,0.002307548750212147
8.94,0.002307548750212147
8.950000000000001,0.002307548750212147
8.960000000000001,0.002307548750212147
8.970000000000001,0.002307548750212147
8.98,0.002307548750212147
8.99,0.002307548750212147
9,0.002307548750212147
9.01,0.002307548750212147
9.02,-0.001364105719289244
9.029999999999999,0.002307548750212147
9.040000000000001,0.002307548750212147
9.050000000000001,0.002307548750212147
9.06,0.002307548750212147
9.07,0.002307548750212147
9.08,0.002307548750212147
9.09,0.002307548750212147
9.1,0.002307548750212147
9.109999999999999,0.002307548750212147
9.120000000000001,0.002307548750212147
9.130000000000001,0.002307548750212147
9.140000000000001,0.002307548750212147
9.15,0.002307548750212147
9.16,0.002307548750212147
9.17,0.002307548750212147
9.18,0.002307548750212147
9.19,0.002307548750212147
9.200000000000001,0.002307548750212147
9.210000000000001,0.002307548750212147
9.220000000000001,0.002307548750212147
9.23,0.002307548750212147
9.24,0.002307548750212147
9.25,0.002307548750212147
9.26,0.002307548750212147
9.27,0.002307548750212147
9.279999999999999,0.002307548750212147
9.290000000000001,0.002307548750212147
9.300000000000001,0.002307548750212147
9.31,0.002307548750212147
9.32,0.002307548750212147
9.33,0.002307548750212147
9.34,0.002307548750212147
9.35,0.002307548750212147
9.359999999999999,0.002307548750212147
9.370000000000001,0.002307548750212147
9.380000000000001,0.002307548750212147
9.390000000000001,0.002307548750212147
9.4,-0.001364105719289244
9.41,-0.001364105719289244
9.42,0.002307548750212147
9.43,0.002307548750212147
9.44,0.002307548750212147
9.450000000000001,0.002307548750212147
9.460000000000001,0.002307548750212147
9.470000000000001,0.002307548750212147
9.48,0.002307548750212147
9.49,0.002307548750212147
9.5,0.002307548750212147
9.51,0.002307548750212147
9.52,0.002307548750212147
9.529999999999999,0.002307548750212147
9.540000000000001,0.002307548750212147
9.550000000000001,0.002307548750212147
9.56,0.002307548750212147
9.57,0.002307548750212147
9.58,0.002307548750212147
9.59,0.002307548750212147
9.6,0.002307548750212147
9.609999999999999,0.002307548750212147
9.620000000000001,0.002307548750212147
9.630000000000001,0.002307548750212147
9.640000000000001,0.002307548750212147
9.65,0.002307548750212147
9.66,0.002307548750212147
9.67,0.002307548750212147
9.68,0.002307548750212147
9.69,0.002307548750212147
9.700000000000001,0.002307548750212147
9.710000000000001,0.002307548750212147
9.720000000000001,0.002307548750212147
9.73,0.002307548750212147
9.74,0.002307548750212147
9.75,0.002307548750212147
9.76,0.002307548750212147
9.77,0.002307548750212147
9.779999999999999,0.002307548750212147
9.790000000000001,0.002307548750212147
9.800000000000001,0.002307548750212147
9.81,0.002307548750212147
9.82,0.002307548750212147
9.83,0.002307548750212147
9.84,0.002307548750212147
9.85,0.002307548750212147
9.859999999999999,0.002307548750212147
9.870000000000001,0.002307548750212147
9.880000000000001,0.002307548750212147
9.890000000000001,0.002307548750212147
9.9,0.002307548750212147
9.91,0.002307548750212147
9.92,0.002307548750212147
9.93,0.002307548750212147
9.94,0.002307548750212147
9.950000000000001,0.002307548750212147
9.960000000000001,0.002307548750212147
9.970000000000001,0.002307548750212147
9.98,0.002307548750212147
9.99,0.002307548750212147
10,0.002307548750212147
10.01,0.002307548750212147
10.02,0.002307548750212147
10.03,0.002307548750212147
10.04,0.002307548750212147
10.05,0.002307548750212147
10.06,0.002307548750212147
10.07,0.002307548750212147
10.08,0.002307548750212147
10.09,0.002307548750212147
10.1,0.002307548750212147
10.11,0.002307548750212147
10.12,0.002307548750212147
10.13,0.002307548750212147
10.14,0.002307548750212147
10.15,0.002307548750212147
10.16,0.002307548750212147
10.17,0.002307548750212147
10.18,0.002307548750212147
10.19,0.002307548750212147
10.2,0.002307548750212147
10.21,0.002307548750212147
10.22,0.002307548750212147
10.23,0.002307548750212147
10.24,0.002307548750212147
10.25,0.002307548750212147
10.26,0.002307548750212147
10.27,0.002307548750212147
10.28,0.002307548750212147
10.29,0.002307548750212147
10.3,0.002307548750212147
10.31,0.002307548750212147
10.32,0.002307548750212147
10.33,0.002307548750212147
10.34,0.002307548750212147
10.35,0.002307548750212147
10.36,0.002307548750212147
10.37,0.002307548750212147
10.38,0.002307548750212147
10.39,0.002307548750212147
10.4,0.002307548750212147
10.41,0.002307548750212147
10.42,0.002307548750212147
10.43,0.002307548750212147
10.44,0.002307548750212147
10.45,0.002307548750212147
10.46,0.002307548750212147
10.47,0.002307548750212147
10.48,0.002307548750212147
10.49,0.002307548750212147
10.5,0.002307548750212147
10.51,0.002307548750212147
10.52,0.002307548750212147
10.53,0.002307548750212147
10.54,0.002307548750212147
10.55,0.002307548750212147
10.56,0.002307548750212147
10.57,0.002307548750212147
10.58,0.002307548750212147
10.59,0.002307548750212147
10.6,0.002307548750212147
10.61,0.002307548750212147
10.62,0.002307548750212147
10.63,0.002307548750212147
10.64,0.002307548750212147
10.65,0.002307548750212147
10.66,0.002307548750212147
10.67,0.002307548750212147
10.68,0.002307548750212147
10.69,0.002307548750212147
10.7,0.002307548750212147
10.71,0.002307548750212147
10.72,0.002307548750212147
10.73,0.002307548750212147
10.74,0.002307548750212147
10.75,0.002307548750212147
10.76,0.002307548750212147
10.77,0.002307548750212147
10.78,0.002307548750212147
10.79,0.002307548750212147
10.8,0.002307548750212147
10.81,0.002307548750212147
10.82,0.002307548750212147
