Time (s),Channel 2 (V)
-89.90000000000001,-0.01605072359729481
-89.875,-0.01605072359729481
-89.84999999999999,-0.01605072359729481
-89.825,-0.01605072359729481
-89.8,-0.01605072359729481
-89.77500000000001,-0.01605072359729481
-89.75,-0.01605072359729481
-89.72499999999999,-0.01605072359729481
-89.7,-0.01605072359729481
-89.675,-0.01605072359729481
-89.65000000000001,-0.01605072359729481
-89.625,-0.01605072359729481
-89.59999999999999,-0.01605072359729481
-89.575,-0.01605072359729481
-89.55,-0.01605072359729481
-89.52500000000001,-0.01605072359729481
-89.5,-0.01605072359729481
-89.47499999999999,-0.01605072359729481
-89.45,-0.01605072359729481
-89.425,-0.01605072359729481
-89.40000000000001,-0.01605072359729481
-89.375,-0.01605072359729481
-89.34999999999999,-0.01605072359729481
-89.325,-0.01605072359729481
-89.3,-0.01605072359729481
-89.27500000000001,-0.01605072359729481
-89.25,-0.01605072359729481
-89.22499999999999,-0.01605072359729481
-89.2,-0.0197223780667962
-89.175,-0.0197223780667962
-89.15000000000001,-0.0197223780667962
-89.125,-0.001364105719289244
-89.09999999999999,-0.001364105719289244
-89.075,-0.001364105719289244
-89.05,-0.001364105719289244
-89.02500000000001,-0.001364105719289244
-89,-0.001364105719289244
-88.97499999999999,-0.001364105719289244
-88.95,-0.001364105719289244
-88.925,-0.001364105719289244
-88.90000000000001,-0.001364105719289244
-88.875,0.002307548750212147
-88.84999999999999,0.002307548750212147
-88.825,-0.001364105719289244
-88.8,0.002307548750212147
-88.77500000000001,0.002307548750212147
-88.75,0.002307548750212147
-88.72499999999999,-0.001364105719289244
-88.7,0.002307548750212147
-88.675,0.002307548750212147
-88.65000000000001,0.002307548750212147
-88.625,0.002307548750212147
-88.59999999999999,0.002307548750212147
-88.575,0.002307548750212147
-88.55,0.002307548750212147
-88.52500000000001,0.002307548750212147
-88.5,0.002307548750212147
-88.47499999999999,0.002307548750212147
-88.45,0.002307548750212147
-88.425,0.002307548750212147
-88.40000000000001,-0.001364105719289244
-88.375,-0.001364105719289244
-88.34999999999999,-0.001364105719289244
-88.325,-0.001364105719289244
-88.3,-0.001364105719289244
-88.27500000000001,-0.001364105719289244
-88.25,-0.001364105719289244
-88.22499999999999,-0.001364105719289244
-88.2,-0.001364105719289244
-88.175,-0.001364105719289244
-88.15000000000001,-0.001364105719289244
-88.125,-0.001364105719289244
-88.09999999999999,-0.001364105719289244
-88.075,-0.001364105719289244
-88.05,-0.001364105719289244
-88.02500000000001,-0.001364105719289244
-88,-0.001364105719289244
-87.97499999999999,-0.001364105719289244
-87.95,-0.001364105719289244
-87.925,-0.001364105719289244
-87.90000000000001,-0.001364105719289244
-87.875,-0.001364105719289244
-87.84999999999999,-0.001364105719289244
-87.825,-0.001364105719289244
-87.8,-0.001364105719289244
-87.77500000000001,-0.001364105719289244
-87.75,-0.001364105719289244
-87.72499999999999,-0.001364105719289244
-87.7,-0.001364105719289244
-87.675,-0.001364105719289244
-87.65000000000001,-0.001364105719289244
-87.625,-0.001364105719289244
-87.59999999999999,-0.001364105719289244
-87.575,-0.001364105719289244
-87.55,-0.001364105719289244
-87.52500000000001,-0.001364105719289244
-87.5,-0.001364105719289244
-87.47499999999999,-0.001364105719289244
-87.45,-0.001364105719289244
-87.425,-0.001364105719289244
-87.40000000000001,-0.001364105719289244
-87.375,-0.001364105719289244
-87.34999999999999,-0.001364105719289244
-87.325,-0.001364105719289244
-87.3,-0.001364105719289244
-87.27500000000001,-0.001364105719289244
-87.25,-0.001364105719289244
-87.22499999999999,-0.001364105719289244
-87.2,-0.001364105719289244
-87.175,-0.001364105719289244
-87.15000000000001,-0.001364105719289244
-87.125,-0.001364105719289244
-87.09999999999999,-0.001364105719289244
-87.075,-0.001364105719289244
-87.05,-0.001364105719289244
-87.02500000000001,-0.001364105719289244
-87,-0.001364105719289244
-86.97499999999999,-0.001364105719289244
-86.95,-0.001364105719289244
-86.925,-0.001364105719289244
-86.90000000000001,-0.001364105719289244
-86.875,-0.001364105719289244
-86.84999999999999,-0.001364105719289244
-86.825,-0.001364105719289244
-86.8,-0.001364105719289244
-86.77500000000001,-0.001364105719289244
-86.75,-0.001364105719289244
-86.72499999999999,-0.001364105719289244
-86.7,-0.001364105719289244
-86.675,-0.001364105719289244
-86.65000000000001,-0.001364105719289244
-86.625,-0.001364105719289244
-86.59999999999999,-0.001364105719289244
-86.575,-0.001364105719289244
-86.55,-0.001364105719289244
-86.52500000000001,-0.001364105719289244
-86.5,-0.001364105719289244
-86.47499999999999,-0.001364105719289244
-86.45,-0.001364105719289244
-86.425,-0.001364105719289244
-86.40000000000001,-0.001364105719289244
-86.375,-0.001364105719289244
-86.34999999999999,-0.001364105719289244
-86.325,-0.001364105719289244
-86.3,-0.001364105719289244
-86.27500000000001,-0.001364105719289244
-86.25,-0.001364105719289244
-86.22499999999999,-0.001364105719289244
-86.2,-0.001364105719289244
-86.175,-0.001364105719289244
-86.15000000000001,-0.001364105719289244
-86.125,-0.001364105719289244
-86.09999999999999,-0.001364105719289244
-86.075,-0.001364105719289244
-86.05,-0.001364105719289244
-86.02500000000001,-0.001364105719289244
-86,-0.001364105719289244
-85.97499999999999,-0.001364105719289244
-85.95,-0.001364105719289244
-85.925,-0.001364105719289244
-85.90000000000001,-0.001364105719289244
-85.875,-0.001364105719289244
-85.84999999999999,-0.001364105719289244
-85.825,-0.001364105719289244
-85.8,-0.001364105719289244
-85.77500000000001,-0.001364105719289244
-85.75,-0.001364105719289244
-85.72499999999999,-0.001364105719289244
-85.7,-0.001364105719289244
-85.675,-0.001364105719289244
-85.65000000000001,-0.001364105719289244
-85.625,-0.001364105719289244
-85.59999999999999,-0.001364105719289244
-85.575,-0.001364105719289244
-85.55,-0.001364105719289244
-85.52500000000001,-0.001364105719289244
-85.5,-0.001364105719289244
-85.47499999999999,-0.001364105719289244
-85.45,-0.001364105719289244
-85.425,-0.001364105719289244
-85.40000000000001,-0.001364105719289244
-85.375,-0.001364105719289244
-85.34999999999999,-0.001364105719289244
-85.325,-0.001364105719289244
-85.3,-0.001364105719289244
-85.27500000000001,-0.001364105719289244
-85.25,-0.001364105719289244
-85.22499999999999,-0.001364105719289244
-85.2,-0.001364105719289244
-85.175,-0.001364105719289244
-85.15000000000001,-0.001364105719289244
-85.125,-0.001364105719289244
-85.09999999999999,-0.001364105719289244
-85.075,-0.001364105719289244
-85.05,-0.001364105719289244
-85.02500000000001,-0.001364105719289244
-85,-0.001364105719289244
-84.97499999999999,-0.001364105719289244
-84.95,-0.001364105719289244
-84.925,-0.001364105719289244
-84.90000000000001,-0.001364105719289244
-84.875,-0.001364105719289244
-84.84999999999999,-0.001364105719289244
-84.825,-0.001364105719289244
-84.8,-0.001364105719289244
-84.77500000000001,-0.001364105719289244
-84.75,-0.001364105719289244
-84.72499999999999,-0.001364105719289244
-84.7,-0.001364105719289244
-84.675,-0.001364105719289244
-84.65000000000001,-0.001364105719289244
-84.625,-0.001364105719289244
-84.59999999999999,-0.001364105719289244
-84.575,-0.001364105719289244
-84.55,-0.001364105719289244
-84.52500000000001,-0.001364105719289244
-84.5,-0.001364105719289244
-84.47499999999999,-0.001364105719289244
-84.45,-0.001364105719289244
-84.425,-0.001364105719289244
-84.40000000000001,-0.001364105719289244
-84.375,0.002307548750212147
-84.34999999999999,0.002307548750212147
-84.325,-0.001364105719289244
-84.3,-0.001364105719289244
-84.27500000000001,-0.001364105719289244
-84.25,-0.001364105719289244
-84.22499999999999,-0.001364105719289244
-84.2,-0.001364105719289244
-84.175,-0.001364105719289244
-84.15000000000001,-0.001364105719289244
-84.125,-0.001364105719289244
-84.09999999999999,-0.001364105719289244
-84.075,-0.001364105719289244
-84.05,-0.001364105719289244
-84.02500000000001,-0.001364105719289244
-84,-0.001364105719289244
-83.97499999999999,-0.001364105719289244
-83.95,-0.001364105719289244
-83.925,-0.001364105719289244
-83.90000000000001,-0.001364105719289244
-83.875,-0.001364105719289244
-83.84999999999999,-0.001364105719289244
-83.825,-0.001364105719289244
-83.8,-0.001364105719289244
-83.77500000000001,-0.001364105719289244
-83.75,-0.001364105719289244
-83.72499999999999,0.6118021906874429
-83.7,3.310468225770965
-83.675,3.310468225770965
-83.65000000000001,3.310468225770965
-83.625,3.310468225770965
-83.59999999999999,3.310468225770965
-83.575,3.310468225770965
-83.55,3.310468225770965
-83.52500000000001,3.310468225770965
-83.5,3.310468225770965
-83.47499999999999,3.310468225770965
-83.45,3.310468225770965
-83.425,3.310468225770965
-83.40000000000001,3.310468225770965
-83.375,3.310468225770965
-83.34999999999999,3.310468225770965
-83.325,3.306796571301463
-83.3,3.310468225770965
-83.27500000000001,3.310468225770965
-83.25,3.310468225770965
-83.22499999999999,3.310468225770965
-83.2,3.310468225770965
-83.175,3.310468225770965
-83.15000000000001,3.310468225770965
-83.125,3.310468225770965
-83.09999999999999,3.310468225770965
-83.075,3.310468225770965
-83.05,3.310468225770965
-83.02500000000001,3.310468225770965
-83,3.310468225770965
-82.97499999999999,3.310468225770965
-82.95,3.310468225770965
-82.925,3.310468225770965
-82.90000000000001,3.310468225770965
-82.875,3.310468225770965
-82.84999999999999,3.310468225770965
-82.825,3.310468225770965
-82.8,3.310468225770965
-82.77500000000001,3.310468225770965
-82.75,3.310468225770965
-82.72499999999999,3.310468225770965
-82.7,3.310468225770965
-82.675,3.310468225770965
-82.65000000000001,3.310468225770965
-82.625,3.310468225770965
-82.59999999999999,3.310468225770965
-82.575,3.310468225770965
-82.55,3.310468225770965
-82.52500000000001,3.310468225770965
-82.5,3.310468225770965
-82.47499999999999,3.310468225770965
-82.45,3.310468225770965
-82.425,3.310468225770965
-82.40000000000001,3.310468225770965
-82.375,3.310468225770965
-82.34999999999999,3.310468225770965
-82.325,3.310468225770965
-82.3,3.310468225770965
-82.27500000000001,3.310468225770965
-82.25,3.310468225770965
-82.22499999999999,3.310468225770965
-82.2,3.310468225770965
-82.175,3.310468225770965
-82.15000000000001,3.310468225770965
-82.125,3.310468225770965
-82.09999999999999,3.310468225770965
-82.075,3.310468225770965
-82.05,3.310468225770965
-82.02500000000001,3.310468225770965
-82,3.310468225770965
-81.97499999999999,3.310468225770965
-81.95,3.310468225770965
-81.925,3.310468225770965
-81.90000000000001,3.310468225770965
-81.875,3.310468225770965
-81.84999999999999,3.310468225770965
-81.825,3.310468225770965
-81.8,3.310468225770965
-81.77500000000001,3.310468225770965
-81.75,3.310468225770965
-81.72499999999999,3.310468225770965
-81.7,3.310468225770965
-81.675,3.310468225770965
-81.65000000000001,3.310468225770965
-81.625,3.310468225770965
-81.59999999999999,3.310468225770965
-81.575,3.310468225770965
-81.55,3.310468225770965
-81.52500000000001,3.310468225770965
-81.5,3.310468225770965
-81.47499999999999,3.310468225770965
-81.45,3.310468225770965
-81.425,3.310468225770965
-81.40000000000001,3.310468225770965
-81.375,3.310468225770965
-81.34999999999999,3.310468225770965
-81.325,3.310468225770965
-81.3,3.310468225770965
-81.27500000000001,3.310468225770965
-81.25,3.310468225770965
-81.22499999999999,3.310468225770965
-81.2,3.310468225770965
-81.175,3.310468225770965
-81.15000000000001,3.310468225770965
-81.125,3.310468225770965
-81.09999999999999,3.310468225770965
-81.075,3.310468225770965
-81.05,3.310468225770965
-81.02500000000001,3.310468225770965
-81,3.310468225770965
-80.97499999999999,3.310468225770965
-80.95,3.310468225770965
-80.925,3.310468225770965
-80.90000000000001,3.310468225770965
-80.875,3.310468225770965
-80.84999999999999,3.310468225770965
-80.825,3.310468225770965
-80.8,3.310468225770965
-80.77500000000001,3.310468225770965
-80.75,3.310468225770965
-80.72499999999999,3.310468225770965
-80.7,3.310468225770965
-80.675,3.310468225770965
-80.65000000000001,3.310468225770965
-80.625,3.310468225770965
-80.59999999999999,3.310468225770965
-80.575,3.310468225770965
-80.55,3.310468225770965
-80.52500000000001,3.310468225770965
-80.5,3.310468225770965
-80.47499999999999,3.310468225770965
-80.45,3.310468225770965
-80.425,3.310468225770965
-80.40000000000001,3.310468225770965
-80.375,3.310468225770965
-80.34999999999999,3.310468225770965
-80.325,3.310468225770965
-80.3,3.310468225770965
-80.27500000000001,3.310468225770965
-80.25,3.310468225770965
-80.22499999999999,3.310468225770965
-80.2,3.310468225770965
-80.175,3.310468225770965
-80.15000000000001,3.310468225770965
-80.125,3.310468225770965
-80.09999999999999,3.310468225770965
-80.075,3.310468225770965
-80.05,3.310468225770965
-80.02500000000001,3.310468225770965
-80,3.310468225770965
-79.97499999999999,3.310468225770965
-79.95,3.310468225770965
-79.925,3.310468225770965
-79.90000000000001,3.310468225770965
-79.875,3.310468225770965
-79.84999999999999,3.310468225770965
-79.825,3.310468225770965
-79.8,3.310468225770965
-79.77500000000001,3.310468225770965
-79.75,3.310468225770965
-79.72499999999999,3.310468225770965
-79.7,3.310468225770965
-79.675,3.310468225770965
-79.65000000000001,3.310468225770965
-79.625,3.310468225770965
-79.59999999999999,3.310468225770965
-79.575,3.310468225770965
-79.55,3.310468225770965
-79.52500000000001,3.310468225770965
-79.5,3.310468225770965
-79.47499999999999,3.310468225770965
-79.45,3.310468225770965
-79.425,3.310468225770965
-79.40000000000001,3.310468225770965
-79.375,3.310468225770965
-79.34999999999999,3.310468225770965
-79.325,3.310468225770965
-79.3,3.310468225770965
-79.27500000000001,3.310468225770965
-79.25,3.310468225770965
-79.22499999999999,3.310468225770965
-79.2,3.310468225770965
-79.175,3.310468225770965
-79.15000000000001,3.310468225770965
-79.125,3.310468225770965
-79.09999999999999,3.310468225770965
-79.075,3.310468225770965
-79.05,3.310468225770965
-79.02500000000001,3.310468225770965
-79,3.310468225770965
-78.97499999999999,3.310468225770965
-78.95,3.310468225770965
-78.925,3.310468225770965
-78.90000000000001,3.310468225770965
-78.875,3.310468225770965
-78.84999999999999,3.310468225770965
-78.825,3.310468225770965
-78.8,3.310468225770965
-78.77500000000001,3.310468225770965
-78.75,3.310468225770965
-78.72499999999999,3.310468225770965
-78.7,3.310468225770965
-78.675,3.310468225770965
-78.65000000000001,3.310468225770965
-78.625,3.310468225770965
-78.59999999999999,3.310468225770965
-78.575,3.310468225770965
-78.55,3.310468225770965
-78.52500000000001,3.310468225770965
-78.5,3.310468225770965
-78.47499999999999,3.310468225770965
-78.45,3.310468225770965
-78.425,3.310468225770965
-78.40000000000001,3.310468225770965
-78.375,3.310468225770965
-78.34999999999999,3.310468225770965
-78.325,3.310468225770965
-78.3,3.310468225770965
-78.27500000000001,3.310468225770965
-78.25,3.310468225770965
-78.22499999999999,3.310468225770965
-78.2,3.310468225770965
-78.175,3.310468225770965
-78.15000000000001,3.310468225770965
-78.125,3.310468225770965
-78.09999999999999,3.310468225770965
-78.075,3.310468225770965
-78.05,3.310468225770965
-78.02500000000001,3.310468225770965
-78,3.310468225770965
-77.97499999999999,3.310468225770965
-77.95,3.310468225770965
-77.925,3.310468225770965
-77.90000000000001,3.310468225770965
-77.875,3.310468225770965
-77.84999999999999,3.310468225770965
-77.825,3.310468225770965
-77.8,3.310468225770965
-77.77500000000001,3.310468225770965
-77.75,3.310468225770965
-77.72499999999999,3.310468225770965
-77.7,3.310468225770965
-77.675,3.310468225770965
-77.65000000000001,3.310468225770965
-77.625,3.310468225770965
-77.59999999999999,3.310468225770965
-77.575,3.310468225770965
-77.55,3.310468225770965
-77.52500000000001,3.310468225770965
-77.5,3.310468225770965
-77.47499999999999,3.310468225770965
-77.45,3.310468225770965
-77.425,3.310468225770965
-77.40000000000001,3.310468225770965
-77.375,3.310468225770965
-77.34999999999999,3.310468225770965
-77.325,3.310468225770965
-77.3,3.310468225770965
-77.27500000000001,3.310468225770965
-77.25,3.310468225770965
-77.22499999999999,3.310468225770965
-77.2,3.310468225770965
-77.175,3.310468225770965
-77.15000000000001,3.310468225770965
-77.125,3.310468225770965
-77.09999999999999,3.310468225770965
-77.075,3.310468225770965
-77.05,3.310468225770965
-77.02500000000001,3.310468225770965
-77,3.310468225770965
-76.97499999999999,3.310468225770965
-76.95,3.310468225770965
-76.925,3.310468225770965
-76.90000000000001,3.310468225770965
-76.875,3.310468225770965
-76.84999999999999,3.310468225770965
-76.825,3.310468225770965
-76.8,3.310468225770965
-76.77500000000001,3.310468225770965
-76.75,3.310468225770965
-76.72499999999999,3.310468225770965
-76.7,3.310468225770965
-76.675,3.310468225770965
-76.65000000000001,3.310468225770965
-76.625,3.310468225770965
-76.59999999999999,3.310468225770965
-76.575,3.310468225770965
-76.55,3.310468225770965
-76.52500000000001,3.310468225770965
-76.5,3.310468225770965
-76.47499999999999,3.310468225770965
-76.45,3.310468225770965
-76.425,3.310468225770965
-76.40000000000001,3.310468225770965
-76.375,3.310468225770965
-76.34999999999999,3.310468225770965
-76.325,3.310468225770965
-76.3,3.310468225770965
-76.27500000000001,3.310468225770965
-76.25,3.310468225770965
-76.22499999999999,3.310468225770965
-76.2,3.310468225770965
-76.175,3.310468225770965
-76.15000000000001,3.310468225770965
-76.125,3.310468225770965
-76.09999999999999,3.310468225770965
-76.075,3.310468225770965
-76.05,3.310468225770965
-76.02500000000001,3.310468225770965
-76,3.310468225770965
-75.97499999999999,3.310468225770965
-75.95,3.310468225770965
-75.925,3.310468225770965
-75.90000000000001,3.310468225770965
-75.875,3.310468225770965
-75.84999999999999,3.310468225770965
-75.825,3.310468225770965
-75.8,3.310468225770965
-75.77500000000001,3.310468225770965
-75.75,3.310468225770965
-75.72499999999999,3.310468225770965
-75.7,3.310468225770965
-75.675,3.310468225770965
-75.65000000000001,3.310468225770965
-75.625,3.310468225770965
-75.59999999999999,3.310468225770965
-75.575,3.310468225770965
-75.55,3.310468225770965
-75.52500000000001,3.310468225770965
-75.5,3.310468225770965
-75.47499999999999,3.310468225770965
-75.45,3.310468225770965
-75.425,3.310468225770965
-75.40000000000001,3.310468225770965
-75.375,3.310468225770965
-75.34999999999999,3.310468225770965
-75.325,3.310468225770965
-75.3,3.310468225770965
-75.27500000000001,3.310468225770965
-75.25,3.310468225770965
-75.22499999999999,3.310468225770965
-75.2,3.310468225770965
-75.175,3.310468225770965
-75.15000000000001,3.310468225770965
-75.125,3.310468225770965
-75.09999999999999,3.310468225770965
-75.075,3.310468225770965
-75.05,3.310468225770965
-75.02500000000001,3.310468225770965
-75,3.310468225770965
-74.97499999999999,3.310468225770965
-74.95,3.310468225770965
-74.925,3.310468225770965
-74.90000000000001,3.310468225770965
-74.875,3.310468225770965
-74.84999999999999,3.310468225770965
-74.825,3.310468225770965
-74.8,3.310468225770965
-74.77500000000001,3.310468225770965
-74.75,3.310468225770965
-74.72499999999999,3.310468225770965
-74.7,3.310468225770965
-74.675,3.310468225770965
-74.65000000000001,3.310468225770965
-74.625,3.310468225770965
-74.59999999999999,3.310468225770965
-74.575,3.310468225770965
-74.55,3.310468225770965
-74.52500000000001,3.310468225770965
-74.5,3.310468225770965
-74.47499999999999,3.310468225770965
-74.45,3.310468225770965
-74.425,3.310468225770965
-74.40000000000001,3.310468225770965
-74.375,3.310468225770965
-74.34999999999999,3.310468225770965
-74.325,3.310468225770965
-74.3,3.310468225770965
-74.27500000000001,3.310468225770965
-74.25,3.310468225770965
-74.22499999999999,3.310468225770965
-74.2,3.310468225770965
-74.175,3.310468225770965
-74.15000000000001,3.310468225770965
-74.125,3.310468225770965
-74.09999999999999,3.310468225770965
-74.075,3.310468225770965
-74.05,3.310468225770965
-74.02500000000001,3.310468225770965
-74,3.310468225770965
-73.97499999999999,3.310468225770965
-73.95,3.310468225770965
-73.925,3.310468225770965
-73.90000000000001,3.310468225770965
-73.875,3.310468225770965
-73.84999999999999,3.310468225770965
-73.825,3.310468225770965
-73.8,3.310468225770965
-73.77500000000001,3.310468225770965
-73.75,3.310468225770965
-73.72499999999999,3.310468225770965
-73.7,3.310468225770965
-73.675,3.310468225770965
-73.65000000000001,3.310468225770965
-73.625,3.310468225770965
-73.59999999999999,3.310468225770965
-73.575,3.310468225770965
-73.55,3.310468225770965
-73.52500000000001,3.310468225770965
-73.5,3.310468225770965
-73.47499999999999,3.310468225770965
-73.45,3.310468225770965
-73.425,3.310468225770965
-73.40000000000001,3.310468225770965
-73.375,3.310468225770965
-73.34999999999999,3.310468225770965
-73.325,3.310468225770965
-73.3,3.310468225770965
-73.27500000000001,3.310468225770965
-73.25,3.310468225770965
-73.22499999999999,3.310468225770965
-73.2,3.310468225770965
-73.175,3.310468225770965
-73.15000000000001,3.310468225770965
-73.125,3.310468225770965
-73.09999999999999,3.310468225770965
-73.075,3.310468225770965
-73.05,3.310468225770965
-73.02500000000001,3.310468225770965
-73,3.310468225770965
-72.97499999999999,3.310468225770965
-72.95,3.310468225770965
-72.925,3.310468225770965
-72.90000000000001,3.310468225770965
-72.875,3.310468225770965
-72.84999999999999,3.310468225770965
-72.825,3.310468225770965
-72.8,3.310468225770965
-72.77500000000001,3.310468225770965
-72.75,3.310468225770965
-72.72499999999999,3.310468225770965
-72.7,3.310468225770965
-72.675,3.310468225770965
-72.65000000000001,3.310468225770965
-72.625,3.310468225770965
-72.59999999999999,3.310468225770965
-72.575,3.310468225770965
-72.55,3.310468225770965
-72.52500000000001,3.310468225770965
-72.5,3.310468225770965
-72.47499999999999,3.310468225770965
-72.45,3.310468225770965
-72.425,3.310468225770965
-72.40000000000001,3.310468225770965
-72.375,3.310468225770965
-72.34999999999999,3.310468225770965
-72.325,3.310468225770965
-72.3,3.310468225770965
-72.27500000000001,3.310468225770965
-72.25,3.310468225770965
-72.22499999999999,3.310468225770965
-72.2,3.310468225770965
-72.175,3.310468225770965
-72.15000000000001,3.310468225770965
-72.125,3.310468225770965
-72.09999999999999,3.310468225770965
-72.075,3.310468225770965
-72.05,3.310468225770965
-72.02500000000001,3.310468225770965
-72,3.310468225770965
-71.97499999999999,3.310468225770965
-71.95,3.310468225770965
-71.925,3.310468225770965
-71.90000000000001,3.310468225770965
-71.875,3.310468225770965
-71.84999999999999,3.310468225770965
-71.825,3.310468225770965
-71.8,3.310468225770965
-71.77500000000001,3.310468225770965
-71.75,3.310468225770965
-71.72499999999999,3.310468225770965
-71.7,3.310468225770965
-71.675,3.310468225770965
-71.65000000000001,3.310468225770965
-71.625,3.310468225770965
-71.59999999999999,3.310468225770965
-71.575,3.310468225770965
-71.55,3.310468225770965
-71.52500000000001,3.310468225770965
-71.5,3.310468225770965
-71.47499999999999,3.310468225770965
-71.45,3.310468225770965
-71.425,3.310468225770965
