Time (s),I_meas (mA)
0,53.20448876765619
0.01,44.81194885096401
0.02,44.81194885096401
0.03,44.81194885096401
0.04,44.81194885096401
0.05,44.81194885096401
0.06,44.81194885096401
0.07000000000000001,44.81194885096401
0.08,44.81194885096401
0.09,44.81194885096401
0.1,44.81194885096401
0.11,44.81194885096401
0.12,44.81194885096401
0.13,44.81194885096401
0.14,44.81194885096401
0.15,44.81194885096401
0.16,44.81194885096401
0.17,44.81194885096401
0.18,44.81194885096401
0.19,44.81194885096401
0.2,44.81194885096401
0.21,44.81194885096401
0.22,44.81194885096401
0.23,44.81194885096401
0.24,44.81194885096401
0.25,44.81194885096401
0.26,44.81194885096401
0.27,44.81194885096401
0.28,44.81194885096401
0.29,44.81194885096401
0.3,44.81194885096401
0.31,44.81194885096401
0.32,44.81194885096401
0.33,44.81194885096401
0.34,44.81194885096401
0.35,44.81194885096401
0.36,44.81194885096401
0.37,44.81194885096401
0.38,44.81194885096401
0.39,44.81194885096401
0.4,44.81194885096401
0.41,44.81194885096401
0.42,44.81194885096401
0.43,44.81194885096401
0.44,44.81194885096401
0.45,44.81194885096401
0.46,44.81194885096401
0.47,44.81194885096401
0.48,44.81194885096401
0.49,44.81194885096401
0.5,44.81194885096401
0.51,44.81194885096401
0.52,44.81194885096401
0.53,44.81194885096401
0.54,44.81194885096401
0.55,44.81194885096401
0.5600000000000001,44.81194885096401
0.5700000000000001,44.81194885096401
0.58,44.81194885096401
0.59,44.81194885096401
0.6,44.81194885096401
0.61,44.81194885096401
0.62,44.81194885096401
0.63,44.81194885096401
0.64,44.81194885096401
0.65,44.81194885096401
0.66,44.81194885096401
0.67,44.81194885096401
0.68,44.81194885096401
0.6900000000000001,44.81194885096401
0.7000000000000001,44.81194885096401
0.71,44.81194885096401
0.72,44.81194885096401
0.73,44.81194885096401
0.74,44.81194885096401
0.75,44.81194885096401
0.76,44.81194885096401
0.77,44.81194885096401
0.78,44.81194885096401
0.79,44.81194885096401
0.8,44.81194885096401
0.8100000000000001,44.81194885096401
0.8200000000000001,44.81194885096401
0.8300000000000001,44.81194885096401
0.84,44.81194885096401
0.85,44.81194885096401
0.86,44.81194885096401
0.87,44.81194885096401
0.88,44.81194885096401
0.89,44.81194885096401
0.9,44.81194885096401
0.91,44.81194885096401
0.92,44.81194885096401
0.93,44.81194885096401
0.9400000000000001,44.81194885096401
0.9500000000000001,44.81194885096401
0.96,44.81194885096401
0.97,44.81194885096401
0.98,44.81194885096401
0.99,44.81194885096401
1,46.49045683430246
1.01,54.88299675099463
1.02,54.88299675099463
1.03,54.88299675099463
1.04,54.88299675099463
1.05,54.88299675099463
1.06,54.88299675099463
1.07,54.88299675099463
1.08,54.88299675099463
1.09,54.88299675099463
1.1,54.88299675099463
1.11,54.88299675099463
1.12,54.88299675099463
1.13,54.88299675099463
1.14,54.88299675099463
1.15,54.88299675099463
1.16,54.88299675099463
1.17,54.88299675099463
1.18,54.88299675099463
1.19,54.88299675099463
1.2,54.88299675099463
1.21,53.20448876765619
1.22,54.88299675099463
1.23,54.88299675099463
1.24,54.88299675099463
1.25,54.88299675099463
1.26,54.88299675099463
1.27,54.88299675099463
1.28,54.88299675099463
1.29,54.88299675099463
1.3,54.88299675099463
1.31,54.88299675099463
1.32,54.88299675099463
1.33,54.88299675099463
1.34,54.88299675099463
1.35,54.88299675099463
1.36,54.88299675099463
1.37,53.20448876765619
1.38,53.20448876765619
1.39,53.20448876765619
1.4,53.20448876765619
1.41,53.20448876765619
1.42,53.20448876765619
1.43,53.20448876765619
1.44,53.20448876765619
1.45,53.20448876765619
1.46,53.20448876765619
1.47,53.20448876765619
1.48,53.20448876765619
1.49,53.20448876765619
1.5,53.20448876765619
1.51,53.20448876765619
1.52,53.20448876765619
1.53,53.20448876765619
1.54,53.20448876765619
1.55,53.20448876765619
1.56,53.20448876765619
1.57,53.20448876765619
1.58,53.20448876765619
1.59,53.20448876765619
1.6,53.20448876765619
1.61,53.20448876765619
1.62,53.20448876765619
1.63,53.20448876765619
1.64,53.20448876765619
1.65,53.20448876765619
1.66,53.20448876765619
1.67,53.20448876765619
1.68,53.20448876765619
1.69,53.20448876765619
1.7,53.20448876765619
1.71,53.20448876765619
1.72,53.20448876765619
1.73,53.20448876765619
1.74,53.20448876765619
1.75,53.20448876765619
1.76,53.20448876765619
1.77,53.20448876765619
1.78,53.20448876765619
1.79,53.20448876765619
1.8,53.20448876765619
1.81,53.20448876765619
1.82,53.20448876765619
1.83,53.20448876765619
1.84,53.20448876765619
1.85,53.20448876765619
1.86,53.20448876765619
1.87,53.20448876765619
1.88,53.20448876765619
1.89,53.20448876765619
1.9,53.20448876765619
1.91,53.20448876765619
1.92,53.20448876765619
1.93,53.20448876765619
1.94,53.20448876765619
1.95,53.20448876765619
1.96,53.20448876765619
1.97,53.20448876765619
1.98,53.20448876765619
1.99,53.20448876765619
2,53.20448876765619
2.01,44.81194885096401
2.02,44.81194885096401
2.03,44.81194885096401
2.04,44.81194885096401
2.05,44.81194885096401
2.06,44.81194885096401
2.07,44.81194885096401
2.08,44.81194885096401
2.09,44.81194885096401
2.1,44.81194885096401
2.11,44.81194885096401
2.12,44.81194885096401
2.13,44.81194885096401
2.14,44.81194885096401
2.15,44.81194885096401
2.16,44.81194885096401
2.17,44.81194885096401
2.18,44.81194885096401
2.19,44.81194885096401
2.2,44.81194885096401
2.21,44.81194885096401
2.22,44.81194885096401
2.23,44.81194885096401
2.24,44.81194885096401
2.25,44.81194885096401
2.26,44.81194885096401
2.27,44.81194885096401
2.28,44.81194885096401
2.29,44.81194885096401
